,id,x_val,y_val,symbol,name
10229,56963,0.6730137651403979,0.710143311430884,RGMA,repulsive guidance molecule family member a
7265,408,0.8047432650876425,0.9260681061939117,ARRB1,arrestin beta 1
2200,143903,0.740921580030461,0.8275938673424276,LAYN,layilin
10778,58517,0.9102437611684793,0.6036000747740795,RBM25,RNA binding motif protein 25
15565,94032,0.45104089825937754,0.8014082336012641,CAMK2N2,calcium/calmodulin dependent protein kinase II inhibitor 2
13584,8139,0.8062220827447096,0.9382776019714789,GAN,gigaxonin
11251,6383,0.8579908764514395,0.32464723174003124,SDC2,syndecan 2
8687,5225,0.8591351724175273,0.7587647603209434,PGC,progastricsin
10692,5788,0.7143099825801925,0.7655340002033437,PTPRC,"protein tyrosine phosphatase, receptor type C"
8510,51564,0.8056291393221634,0.8877205420926787,HDAC7,histone deacetylase 7
1785,128439,0.7809453602423255,0.8774652984216451,SNHG11,small nucleolar RNA host gene 11
8258,51200,0.6586370664083917,0.6014397963506912,CPA4,carboxypeptidase A4
4644,25884,0.850250371603508,0.5296010772147831,CHRDL2,chordin like 2
11312,640,0.7440614023611531,0.8370876782814329,BLK,"BLK proto-oncogene, Src family tyrosine kinase"
10378,57216,0.7906997876096229,0.8532664845619253,VANGL2,VANGL planar cell polarity protein 2
15803,9659,0.8514861161941772,0.4324042414276837,PDE4DIP,phosphodiesterase 4D interacting protein
2260,145957,0.7660852877613741,0.8085482679500875,NRG4,neuregulin 4
13236,79850,0.8165144657043784,0.9341892595765537,FAM57A,family with sequence similarity 57 member A
1378,115426,0.7965943596169509,0.8311982723073663,UHRF2,ubiquitin like with PHD and ring finger domains 2
5152,27163,0.25722179813567114,0.687899796207941,NAAA,N-acylethanolamine acid amidase
11793,6536,0.6151151948487333,0.5494460230386263,SLC6A9,solute carrier family 6 member 9
3417,2157,0.6642521512513424,0.6841275162212637,F8,coagulation factor VIII
8703,5252,0.8790767661224579,0.4022376179139126,PHF1,PHD finger protein 1
12374,7163,0.7677464719048483,0.8546563311672833,TPD52,tumor protein D52
9355,55092,0.6901391271098196,0.6630047844128522,TMEM51,transmembrane protein 51
6257,3385,0.1410119836182737,0.6166241124802387,ICAM3,intercellular adhesion molecule 3
16011,9887,0.8665105164324861,0.3142918238998284,SMG7,"SMG7, nonsense mediated mRNA decay factor"
11711,65065,0.7362383015448096,0.7913830914334341,NBEAL1,neurobeachin like 1
16018,9895,0.7589876865799501,0.8489025538320862,TECPR2,tectonin beta-propeller repeat containing 2
11776,653240,0.6512019527915777,0.6702980997752529,KRTAP4-11,keratin associated protein 4-11
1522,119,0.07746084072462435,0.681577520987879,ADD2,adducin 2
4159,23432,0.8674328696725848,0.7486437379019175,GPR161,G protein-coupled receptor 161
1151,11238,0.8557714884505914,0.20126022861041767,CA5B,carbonic anhydrase 5B
1004,11061,0.6864763806400295,0.6985583123555431,CNMD,chondromodulin
9536,55291,0.9027973706156622,0.5808397286729964,PPP6R3,protein phosphatase 6 regulatory subunit 3
4622,25843,0.7834221914336365,0.8804658561342072,MOB4,"MOB family member 4, phocein"
4613,25832,0.835577693763771,0.9470821399265706,NBPF14,NBPF member 14
4486,255101,0.9023611213902697,0.6367224161728887,CFAP65,cilia and flagella associated protein 65
11483,6442,0.6543397781671179,0.6687530178106452,SGCA,sarcoglycan alpha
4686,259266,0.805969704496805,0.8646170649475959,ASPM,abnormal spindle microtubule assembly
8835,53822,0.5744332209849322,0.5795697495432631,FXYD7,FXYD domain containing ion transport regulator 7
10096,5655,0.6379168905581808,0.6372655560965851,KLK10,kallikrein related peptidase 10
9332,55062,0.8699210233363811,0.7923907722384784,WIPI1,"WD repeat domain, phosphoinositide interacting 1"
15855,9712,0.30072455076733723,0.7021253224693981,USP6NL,USP6 N-terminal like
2889,170261,0.177300331362438,0.6173158695658097,ZCCHC12,zinc finger CCHC-type containing 12
5698,2908,0.871816124681712,0.5884155266278506,NR3C1,nuclear receptor subfamily 3 group C member 1
1538,119710,0.698411770479064,0.7125304610544454,C11orf74,chromosome 11 open reading frame 74
14282,84657,0.7818807845255306,0.8757429856000722,LINC00852,long intergenic non-protein coding RNA 852
5909,3000,0.7783277717748841,0.8893567884253041,GUCY2D,"guanylate cyclase 2D, retinal"
7955,4974,0.703224121901661,0.7427630277958915,OMG,oligodendrocyte myelin glycoprotein
413,10296,0.7501257624409795,0.8028916349151567,MAEA,macrophage erythroblast attacher
14872,8905,0.8603916501385538,0.3273557149033687,AP1S2,adaptor related protein complex 1 sigma 2 subunit
1337,114880,0.6408710455890136,0.8322938476760905,OSBPL6,oxysterol binding protein like 6
13798,83448,0.19425825220543957,0.7696279748530407,PUS7L,pseudouridylate synthase 7 like
11708,6506,0.727760454039941,0.7729961525920771,SLC1A2,solute carrier family 1 member 2
11064,6143,0.8599846040832337,0.9864667911370305,RPL19,ribosomal protein L19
4187,2348,0.7496269243773038,0.8213773414715871,FOLR1,folate receptor 1
14467,84993,0.7656679962805054,0.8560211843120019,UBL7,ubiquitin like 7
15837,9694,0.8120207812193351,0.8963258335679272,EMC2,ER membrane protein complex subunit 2
3280,202559,0.8032549124950977,0.8596182495789649,KHDRBS2,"KH RNA binding domain containing, signal transduction associated 2"
4473,254827,0.25359733200545664,0.7033602578540503,NAALADL2,N-acetylated alpha-linked acidic dipeptidase like 2
8528,51599,0.7472015075164644,0.7701431876226794,LSR,lipolysis stimulated lipoprotein receptor
768,10735,0.8197334409353036,0.9251993889469272,STAG2,stromal antigen 2
24,100101267,0.725249015257306,0.7506438383408516,POM121C,POM121 transmembrane nucleoporin C
7933,494115,0.7492282350091697,0.8265935846215174,RBMXL1,"RNA binding motif protein, X-linked like 1"
8936,54439,0.752062177562289,0.8141202099882103,RBM27,RNA binding motif protein 27
4879,26249,0.8734762802334718,0.32426982348447164,KLHL3,kelch like family member 3
12925,79065,0.7236782966253053,0.7487878718174663,ATG9A,autophagy related 9A
15766,9618,0.7679956111754862,0.8570263463830543,TRAF4,TNF receptor associated factor 4
456,10349,0.7117562334765498,0.7500837303256533,ABCA10,ATP binding cassette subfamily A member 10
9385,55127,0.8302685054296417,0.9334379240944336,HEATR1,HEAT repeat containing 1
6520,353323,0.6400685719239978,0.8648795686508248,KRTAP12-2,keratin associated protein 12-2
3850,23062,0.34460714515484697,0.718973064783262,GGA2,"golgi associated, gamma adaptin ear containing, ARF binding protein 2"
9221,54932,0.6995294809720674,0.7608911509040936,EXD3,exonuclease 3'-5' domain containing 3
8251,5119,0.793909081255297,0.8372476386573403,CHMP1A,charged multivesicular body protein 1A
9983,56005,0.7400441901279285,0.8794094445480812,MYDGF,myeloid derived growth factor
4417,2531,0.8480515311684866,0.21074601327086082,KDSR,3-ketodihydrosphingosine reductase
15631,9457,0.6891285918046062,0.7179821407932098,FHL5,four and a half LIM domains 5
7618,4536,0.574181092074682,0.8292474827880795,MT-ND2,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2
1385,115584,0.8470165766321477,0.9355897241387261,SLC5A11,solute carrier family 5 member 11
9679,55588,0.7716422262302812,0.8084414980009372,MED29,mediator complex subunit 29
6232,3375,0.8339342213312203,0.9582934196518316,IAPP,islet amyloid polypeptide
1998,1369,0.8714234312805388,0.5927455043992308,CPN1,carboxypeptidase N subunit 1
11317,6402,0.8517015365679028,0.7565858595058818,SELL,selectin L
5949,3039,0.7760617064714216,0.857443067702009,HBA1,hemoglobin subunit alpha 1
7266,408029,0.5153034764213408,0.8040334461773957,C2orf27B,chromosome 2 open reading frame 27B
10436,5744,0.8485215080483217,0.14791686925067699,PTHLH,parathyroid hormone like hormone
851,10865,0.7114059152418963,0.7847458847293564,ARID5A,AT-rich interaction domain 5A
5503,285148,0.6574712194929685,0.9261055559783283,IAH1,isoamyl acetate-hydrolyzing esterase 1 homolog
15379,92521,0.813907603423076,0.851996172322443,SPECC1,sperm antigen with calponin homology and coiled-coil domains 1
6365,342527,0.13804118549396774,0.7604075273268752,SMTNL2,smoothelin like 2
15966,9832,0.6960832646837597,0.7361051008601635,JAKMIP2,janus kinase and microtubule interacting protein 2
4488,255119,0.0810624464969934,0.7011535846370376,C4orf22,chromosome 4 open reading frame 22
245,10114,0.7829964222512927,0.822829697386224,HIPK3,homeodomain interacting protein kinase 3
5932,3015,0.7957970778128924,0.9032060621688595,H2AFZ,H2A histone family member Z
12044,6777,0.4088241507243108,0.8255726753709585,STAT5B,signal transducer and activator of transcription 5B
10729,5822,0.81980030963861,0.893257230109845,PWP2,"PWP2, small subunit processome component"
3946,23174,0.8346370269687029,0.13811805951142497,ZCCHC14,zinc finger CCHC-type containing 14
14124,84289,0.8066402783003928,0.8959032804339327,ING5,inhibitor of growth family member 5
5577,2862,0.5428744404070849,0.8543025908819886,MLNR,motilin receptor
15751,960,0.8666007851825669,0.44774494090202016,CD44,CD44 molecule (Indian blood group)
8230,51162,0.7156525550176782,0.6994129768605322,EGFL7,EGF like domain multiple 7
4711,25956,0.7617878318361175,0.7935451018777335,SEC31B,"SEC31 homolog B, COPII coat complex component"
1077,11149,0.6433850511572011,0.8771115012381789,BVES,blood vessel epicardial substance
14681,8676,0.45195272142203335,0.32688804330909543,STX11,syntaxin 11
3836,23046,0.769042026298355,0.84649139520868,KIF21B,kinesin family member 21B
810,10795,0.5504790259896504,0.4696207772487849,ZNF268,zinc finger protein 268
11172,6285,0.7589652684933913,0.819141766896997,S100B,S100 calcium binding protein B
4215,23520,0.8633749872031408,0.5708065180092456,ANP32C,acidic nuclear phosphoprotein 32 family member C
9413,5516,0.7885383579326011,0.8867104774454596,PPP2CB,protein phosphatase 2 catalytic subunit beta
12063,6780,0.6544952150765063,0.6730371265186725,STAU1,staufen double-stranded RNA binding protein 1
4068,23317,0.8208256203598843,0.9370048615393033,DNAJC13,DnaJ heat shock protein family (Hsp40) member C13
7203,403341,0.5439252767175993,0.46714403368157803,ZBTB34,zinc finger and BTB domain containing 34
14624,8614,0.841426038925416,0.17838054263619663,STC2,stanniocalcin 2
8014,5050,0.8259860854742598,0.9410477790623774,PAFAH1B3,platelet activating factor acetylhydrolase 1b catalytic subunit 3
11332,64080,0.6361297311407236,0.6525612730904876,RBKS,ribokinase
13672,81844,0.7933178723735727,0.8743132980401421,TRIM56,tripartite motif containing 56
9006,54540,0.862620436488778,0.350852172441459,FAM193B,family with sequence similarity 193 member B
16100,9988,0.8787516664090462,0.7466242936050554,DMTF1,cyclin D binding myb like transcription factor 1
6806,378884,0.7120192265795925,0.7809717185201619,NHLRC1,NHL repeat containing E3 ubiquitin protein ligase 1
13320,79989,0.7343664899508712,0.7565402001745777,TTC26,tetratricopeptide repeat domain 26
444,10330,0.03785954686393254,0.6818062471730687,CNPY2,canopy FGF signaling regulator 2
6124,3224,0.6407106246157142,0.5929101206810243,HOXC8,homeobox C8
3067,1902,0.7016649150469202,0.6887436592017842,LPAR1,lysophosphatidic acid receptor 1
8670,5203,0.7498548090473125,0.8247909637230137,PFDN4,prefoldin subunit 4
7989,5017,0.8910555913917291,0.6986000526317699,OVOL1,ovo like transcriptional repressor 1
635,10562,0.1745319762355747,0.623517206099309,OLFM4,olfactomedin 4
12856,7857,0.6555355284332848,0.8935722353572985,SCG2,secretogranin II
3380,2109,0.4005653195399705,0.803559637767694,ETFB,electron transfer flavoprotein beta subunit
2262,1460,0.8533356072284175,0.9003704750870315,CSNK2B,casein kinase 2 beta
14114,8428,0.8669102214705352,0.44396544481222006,STK24,serine/threonine kinase 24
6641,3674,0.714641640912106,0.7614378620345615,ITGA2B,integrin subunit alpha 2b
3997,23229,0.6827092999157645,0.6712043531722396,ARHGEF9,Cdc42 guanine nucleotide exchange factor 9
4561,25758,0.8601232545498525,0.7200351894797224,KIAA1549L,KIAA1549 like
10145,5683,0.8407396041682417,0.9748039347203248,PSMA2,proteasome subunit alpha 2
13500,80704,0.544830312561969,0.8277885545091951,SLC19A3,solute carrier family 19 member 3
1248,113277,0.7989728282527029,0.9144336632087794,TMEM106A,transmembrane protein 106A
4932,26469,0.7620327555809889,0.8182543569926404,PTPN18,"protein tyrosine phosphatase, non-receptor type 18"
16017,9894,0.8250375211390771,0.913712711110481,TELO2,telomere maintenance 2
10000,56097,0.0011214445976001253,0.676222221055853,PCDHGC5,"protocadherin gamma subfamily C, 5"
7024,390760,0.8659768349454184,0.5483563852951375,,
11438,6433,0.8170163837235355,0.905669452423667,SFSWAP,splicing factor SWAP homolog
8363,51333,0.8598159037807465,0.9626299360139129,ZNF771,zinc finger protein 771
8665,5198,0.8315716964073997,0.9445007392234204,PFAS,phosphoribosylformylglycinamidine synthase
9411,55157,0.7907235997323184,0.8768874330371703,DARS2,"aspartyl-tRNA synthetase 2, mitochondrial"
1017,11074,0.696156574613899,0.7303944960887636,TRIM31,tripartite motif containing 31
5340,282974,0.7270380355045379,0.7925660261806278,STK32C,serine/threonine kinase 32C
9630,5548,0.5948267527990487,0.5451250464604689,,
13629,81606,0.4863133587817639,0.8403454701059184,LBH,limb bud and heart development
14778,88,0.7566549181839997,0.8368912627444994,ACTN2,actinin alpha 2
11135,6233,0.4944791599065752,0.843404862049672,RPS27A,ribosomal protein S27a
3641,2272,0.7504804040747202,0.7765496758702642,FHIT,fragile histidine triad
5311,2802,0.8871688591080592,0.46121736223441234,GOLGA3,golgin A3
14589,8559,0.6485379155067087,0.8810451868299056,PRPF18,pre-mRNA processing factor 18
7197,402643,0.7166258639873447,0.7694572974238858,TPM3P4,tropomyosin 3 pseudogene 4
7483,4352,0.6614633801082882,0.8797486593009722,MPL,"MPL proto-oncogene, thrombopoietin receptor"
13915,83856,0.08341086202985326,0.5604602999563675,FSD1L,fibronectin type III and SPRY domain containing 1 like
12834,780853,0.8340572864957402,0.9660020728626114,SNORD3C,"small nucleolar RNA, C/D box 3C"
2994,1805,0.8328745465911106,0.9240537269437681,DPT,dermatopontin
13265,79892,0.8466846103455391,0.9702645737944467,MCMBP,minichromosome maintenance complex binding protein
7941,4947,0.9741354111758252,0.21934283406055077,OAZ2,ornithine decarboxylase antizyme 2
91,100170841,0.8864468054902517,0.808670524885594,EPOP,elongin BC and polycomb repressive complex 2 associated protein
7109,399512,0.8198427431193737,0.9090512763302281,SLC25A35,solute carrier family 25 member 35
9360,551,0.8308740497767179,0.03932829236816435,AVP,arginine vasopressin
9272,54987,0.8642386233493218,0.7327399400028008,C1orf123,chromosome 1 open reading frame 123
8165,51087,0.8470546114029309,0.9491771028198318,YBX2,Y-box binding protein 2
7362,4173,0.9168535565771991,0.6388654982770092,MCM4,minichromosome maintenance complex component 4
10702,5797,0.6624362450241248,0.6693684440478858,PTPRM,"protein tyrosine phosphatase, receptor type M"
4609,25829,0.7196594933990241,0.7197674622387568,TMEM184B,transmembrane protein 184B
10535,57569,0.8636659787379787,0.608031320479269,ARHGAP20,Rho GTPase activating protein 20
6123,3223,0.15097875241354655,0.6111980785867541,HOXC6,homeobox C6
15193,91373,0.650590546895094,0.6646323885326823,UAP1L1,UDP-N-acetylglucosamine pyrophosphorylase 1 like 1
7969,49861,0.05500959625206239,0.5549204548417486,CLDN20,claudin 20
13986,84067,0.6468131493280513,0.6209464147977313,FAM160A2,family with sequence similarity 160 member A2
13428,80231,0.5079409496164644,0.8060817682971051,CXorf21,chromosome X open reading frame 21
15163,912,0.650089711762696,0.6459929925397817,CD1D,CD1d molecule
10470,57480,0.6976011538689362,0.7099895337148452,PLEKHG1,pleckstrin homology and RhoGEF domain containing G1
13785,8341,0.7683101883046987,0.8615719042537808,HIST1H2BN,histone cluster 1 H2B family member n
9108,54797,0.7084751539309939,0.7476543846077863,MED18,mediator complex subunit 18
9217,54929,0.7324478219461693,0.7461026982025322,TMEM161A,transmembrane protein 161A
3062,1894,0.8043429322053595,0.8932125286462679,ECT2,epithelial cell transforming 2
10517,57546,0.5796611336751247,0.5461519626998718,PDP2,pyruvate dehyrogenase phosphatase catalytic subunit 2
672,10603,0.7959028441922883,0.8968774669595617,SH2B2,SH2B adaptor protein 2
8447,51471,0.8215852592232965,0.8920118277744784,NAT8B,"N-acetyltransferase 8B (putative, gene/pseudogene)"
8991,54518,0.8572295572121246,0.7285684684165401,APBB1IP,amyloid beta precursor protein binding family B member 1 interacting protein
14121,84286,0.0011214445976001253,0.676222221055853,TMEM175,transmembrane protein 175
6744,3752,0.7675761234549698,0.8337989398651063,KCND3,potassium voltage-gated channel subfamily D member 3
3275,2022,0.6413363378723308,0.6523587029163237,ENG,endoglin
7773,474344,0.055474595219937396,0.559582730721506,GIMAP6,"GTPase, IMAP family member 6"
7365,4176,0.5607453876096032,0.9081730988140533,MCM7,minichromosome maintenance complex component 7
14723,8726,0.8853870665629794,0.6855321438572519,EED,embryonic ectoderm development
9997,5607,0.7599699223381063,0.8410819676423141,MAP2K5,mitogen-activated protein kinase kinase 5
13989,8407,0.4711761254144233,0.8393871204448086,TAGLN2,transgelin 2
12438,7270,0.7455445518860209,0.7932595833921766,TTF1,transcription termination factor 1
9104,54790,0.877166898067516,0.7529688123042003,TET2,tet methylcytosine dioxygenase 2
7409,4245,0.837535986636382,0.5856078530444857,MGAT1,"mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase"
13302,79957,0.7031488900095705,0.7662370229524454,PAQR6,progestin and adipoQ receptor family member 6
4464,254394,0.8785157257728985,0.7709256603673835,MCM9,minichromosome maintenance 9 homologous recombination repair factor
5969,3067,0.7532798121164817,0.8795357457916988,HDC,histidine decarboxylase
8846,5393,0.8381299500545605,0.9294117961710604,EXOSC9,exosome component 9
12514,729515,0.772029952258663,0.8264065877405695,TMEM242,transmembrane protein 242
1134,11218,0.46679112408715234,0.8382770589297598,DDX20,DEAD-box helicase 20
6881,386681,0.7248787756352819,0.809071671491698,KRTAP10-8,keratin associated protein 10-8
3145,197320,0.6639538499907438,0.7250999332676296,ZNF778,zinc finger protein 778
14669,8664,0.8395106899244431,0.9450361095294684,EIF3D,eukaryotic translation initiation factor 3 subunit D
484,103910,0.7746854071184247,0.8837839518065175,MYL12B,myosin light chain 12B
6567,3589,0.772657350077577,0.8269292851209176,IL11,interleukin 11
12688,7518,0.7621937903178613,0.8440719358164213,XRCC4,X-ray repair cross complementing 4
7630,4552,0.9586890547629936,0.11484500588587587,MTRR,5-methyltetrahydrofolate-homocysteine methyltransferase reductase
15050,90506,0.6993590577797338,0.7014195821843003,LRRC46,leucine rich repeat containing 46
4375,246126,0.8215852592232965,0.8920118277744784,TXLNGY,"taxilin gamma pseudogene, Y-linked"
15504,9352,0.8373696334573633,0.9455526313832624,TXNL1,thioredoxin like 1
15225,9156,0.7586380355413882,0.8258771125780284,EXO1,exonuclease 1
3534,221264,0.8555709219350754,0.9218972958978355,AK9,adenylate kinase 9
1259,11338,0.8712092044692163,0.7109750311421006,U2AF2,U2 small nuclear RNA auxiliary factor 2
5578,28620,0.8119859004104423,0.87536934557937,TRBV2,T-cell receptor beta variable 2
11731,65125,0.7953352379100469,0.8599635642629047,WNK1,WNK lysine deficient protein kinase 1
13379,80146,0.868120966790108,0.5198110090152886,UXS1,UDP-glucuronate decarboxylase 1
12668,7478,0.45104089825937754,0.8014082336012641,WNT8A,Wnt family member 8A
457,10352,0.009189351812210977,0.6743528018891143,WARS2,"tryptophanyl tRNA synthetase 2, mitochondrial"
2226,144577,0.6214087650315064,0.5774698442567314,C12orf66,chromosome 12 open reading frame 66
12774,7704,0.8002349204603482,0.8830475028797178,ZBTB16,zinc finger and BTB domain containing 16
2674,160065,0.8181118930502166,0.9061357715674725,PATE1,prostate and testis expressed 1
6756,375484,0.7204397658307767,0.7592701571091658,SIMC1,SUMO interacting motifs containing 1
4138,23404,0.8122767114919915,0.906227914545004,EXOSC2,exosome component 2
11343,64097,0.1281770697776245,0.6055144362191183,EPB41L4A,erythrocyte membrane protein band 4.1 like 4A
4990,266743,0.5507360904604756,0.5124430347770533,NPAS4,neuronal PAS domain protein 4
10309,57116,0.7476527920079257,0.8506556277309875,ZNF695,zinc finger protein 695
2460,151112,0.7842397497297471,0.8625188865165736,ZSWIM2,zinc finger SWIM-type containing 2
6462,348235,0.6803528916256436,0.6705634841774523,SKA2,spindle and kinetochore associated complex subunit 2
11850,6594,0.8275961758464518,0.9210003500701073,SMARCA1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1"
9700,55615,0.8620699542127767,0.7372874963726398,PRR5,proline rich 5
10257,57007,0.682510839423756,0.7093639980371083,ACKR3,atypical chemokine receptor 3
15716,9556,0.8218215082121879,0.8509445746012946,C14orf2,chromosome 14 open reading frame 2
12376,7165,0.421798950577189,0.7986105493796382,TPD52L2,tumor protein D52 like 2
13240,79861,0.745869585662569,0.8053347177673508,TUBAL3,tubulin alpha like 3
14434,84948,0.5660097585206757,0.8182327834178988,TIGD5,tigger transposable element derived 5
13625,81579,0.7168423538984454,0.7683633242735652,PLA2G12A,phospholipase A2 group XIIA
2983,1794,0.7518252288843759,0.8519603865886362,DOCK2,dedicator of cytokinesis 2
12132,6873,0.876089530982454,0.32124066393163,TAF2,TATA-box binding protein associated factor 2
5625,28882,0.830034182961147,0.9436603906002816,IGKV2D-29,immunoglobulin kappa variable 2D-29
7740,4708,0.843626021649874,0.9500894431009003,NDUFB2,NADH:ubiquinone oxidoreductase subunit B2
12890,79009,0.8075119812912337,0.8847799046618973,DDX50,DExD-box helicase 50
8502,51554,0.8297668514411829,0.9540810291683137,ACKR4,atypical chemokine receptor 4
13344,80022,0.709405969373946,0.774610401095914,MYO15B,myosin XVB
8614,5173,0.07826927652135625,0.5689469511115035,PDYN,prodynorphin
15735,9578,0.7970634721359527,0.8989669173366093,CDC42BPB,CDC42 binding protein kinase beta
15533,9374,0.7182316221426001,0.912848660001752,PPT2,palmitoyl-protein thioesterase 2
372,10252,0.8296206665350149,0.3358458564265705,SPRY1,sprouty RTK signaling antagonist 1
11514,644903,0.7968741506687552,0.8951711354433417,GCC2-AS1,GCC2 antisense RNA 1
14286,84665,0.7785303430830545,0.8222087749144237,MYPN,myopalladin
6304,339804,0.7829440847226353,0.9024474951371444,C2orf74,chromosome 2 open reading frame 74
2329,147670,0.822184781969453,0.945863770079299,SMIM17,small integral membrane protein 17
3402,2135,0.8338602397387899,0.41454923170281194,EXTL2,exostosin like glycosyltransferase 2
11187,63027,0.7892922179149696,0.9345003864337373,SLC22A23,solute carrier family 22 member 23
2856,1678,0.6671704149802602,0.6941051619735027,TIMM8A,translocase of inner mitochondrial membrane 8A
9825,55756,0.7165896383169591,0.7269893770354297,INTS9,integrator complex subunit 9
13105,79669,0.9655258785575284,0.07977020925157274,C3orf52,chromosome 3 open reading frame 52
14284,84661,0.771492961003741,0.8187929058133276,DPY30,"dpy-30, histone methyltransferase complex regulatory subunit"
6022,3106,0.7580157978157405,0.8259573919946598,HLA-B,"major histocompatibility complex, class I, B"
932,10963,0.6007237552131547,0.6008981675908553,STIP1,stress induced phosphoprotein 1
14885,892,0.7693862059695308,0.8661607506748377,CCNC,cyclin C
9595,55362,0.8448850695410254,0.31357615705261765,TMEM63B,transmembrane protein 63B
1256,11335,0.8919459249900623,0.5564786930052178,CBX3,chromobox 3
11557,646875,0.8898789206451097,0.7095169257084945,RPL12P2,ribosomal protein L12 pseudogene 2
13810,83475,0.6921689743737424,0.7428491955881,DOHH,deoxyhypusine hydroxylase
5762,2940,0.08082651611091583,0.6998658938792917,GSTA3,glutathione S-transferase alpha 3
2915,171392,0.6394603383646941,0.644323561914881,ZNF675,zinc finger protein 675
13116,79684,0.8689146629776634,0.5527151588506598,MSANTD2,Myb/SANT DNA binding domain containing 2
2912,171024,0.8000500267883129,0.9223730854177895,SYNPO2,synaptopodin 2
3505,2207,0.4335368918864528,0.7858814438040925,FCER1G,Fc fragment of IgE receptor Ig
14048,84173,0.7991418133347412,0.9193021912117272,ELMOD3,ELMO domain containing 3
9155,54858,0.8347963127516663,0.9321309454854787,PGPEP1,pyroglutamyl-peptidase I
9449,55199,0.7968584386231835,0.8961074206078529,FAM86C1,family with sequence similarity 86 member C1
15372,9247,0.6539976274322341,0.6305219024240869,GCM2,glial cells missing homolog 2
4847,2617,0.8412942803717,0.9308817404467092,GARS,glycyl-tRNA synthetase
241,10110,0.25039894195181167,0.6983951436446635,SGK2,"SGK2, serine/threonine kinase 2"
2116,140707,0.7450329345398032,0.7511272093834054,BRI3BP,BRI3 binding protein
11999,6728,0.32759035919351515,0.7291280335412336,SRP19,signal recognition particle 19
817,10802,0.8395131014408509,0.9111212007519667,SEC24A,"SEC24 homolog A, COPII coat complex component"
7880,4883,0.7320964106182276,0.8252886499032269,NPR3,natriuretic peptide receptor 3
12265,7042,0.0974114267659616,0.5698392358930303,TGFB2,transforming growth factor beta 2
5798,29777,0.27694353370312386,0.7039648445071531,ABT1,activator of basal transcription 1
5510,2852,0.8768965074101847,0.6596953416833947,GPER1,G protein-coupled estrogen receptor 1
3369,2091,0.8600681664695667,0.946033996371528,FBL,fibrillarin
14808,8833,0.8495715378778607,0.9819906889932778,GMPS,guanine monophosphate synthase
2199,1439,0.7193329584416354,0.7466633004996142,CSF2RB,colony stimulating factor 2 receptor beta common subunit
13103,79666,0.46848760285549623,0.35473967436637344,PLEKHF2,pleckstrin homology and FYVE domain containing 2
388,10272,0.01012304573148728,0.6725684620758334,FSTL3,follistatin like 3
1458,116931,0.701682281776669,0.7346327300429029,MED12L,mediator complex subunit 12 like
5320,2811,0.681022373830683,0.8588129067513324,GP1BA,glycoprotein Ib platelet alpha subunit
12345,7128,0.8752532825574714,0.5216725985167496,TNFAIP3,TNF alpha induced protein 3
2209,144195,0.8567796847237139,0.9948356180062289,SLC2A14,solute carrier family 2 member 14
12109,6845,0.6772592961659898,0.6168188248035328,VAMP7,vesicle associated membrane protein 7
11567,647099,0.8662422870361818,0.7550357700145254,RPL23AP42,ribosomal protein L23a pseudogene 42
7559,442038,0.6657733407831045,0.679615476177644,SULT1C3,sulfotransferase family 1C member 3
12641,7439,0.824214093900963,0.9352000384556302,BEST1,bestrophin 1
14057,84190,0.008178224481917011,0.6710851875946574,METTL25,methyltransferase like 25
3814,23022,0.8094828665841535,0.9530213439959406,PALLD,"palladin, cytoskeletal associated protein"
3950,23178,0.7850447264387689,0.8574970047344381,PASK,PAS domain containing serine/threonine kinase
6896,387338,0.848874261482269,0.2587269159548251,NSUN4,NOP2/Sun RNA methyltransferase family member 4
9025,54575,0.10191099119062594,0.7064123380649798,UGT1A10,UDP glucuronosyltransferase family 1 member A10
9165,54867,0.7231310952139824,0.7115513263131185,TMEM214,transmembrane protein 214
15743,9586,0.747805659056542,0.8170702509916425,CREB5,cAMP responsive element binding protein 5
2824,166336,0.04906428593473754,0.6872211649453108,PRICKLE2,prickle planar cell polarity protein 2
10941,6001,0.1494202206090656,0.6247283998843376,RGS10,regulator of G protein signaling 10
11264,63894,0.7416814642451494,0.8145636048244688,VIPAS39,"VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog"
7915,4925,0.769910796649548,0.7846979146305488,NUCB2,nucleobindin 2
8307,5127,0.4008654826735353,0.7704408741230723,CDK16,cyclin dependent kinase 16
2746,162966,0.8583949901655119,0.5221587061354557,ZNF600,zinc finger protein 600
6477,348825,0.0011214445976001253,0.676222221055853,TPRXL,tetrapeptide repeat homeobox like
14482,8504,0.8744629062667162,0.7310775321749583,PEX3,peroxisomal biogenesis factor 3
8274,51226,0.8333669425678125,0.9195120096307048,COPZ2,coatomer protein complex subunit zeta 2
15156,91147,0.7282841598403064,0.7799645401458573,TMEM67,transmembrane protein 67
1053,11123,0.7141759291931395,0.7335805043163562,RCAN3,RCAN family member 3
9867,55803,0.21245780128842306,0.6618789253985565,ADAP2,ArfGAP with dual PH domains 2
15874,9733,0.844982164223668,0.9649244312122206,SART3,squamous cell carcinoma antigen recognized by T-cells 3
