name,x_val,y_val
1850,0.5814628806,0.8291387717
388585,0.8564557449,0.7257771531
90321,0.8374455251,0.9554711431
3004,0.7227408004,0.7915715159
3214,0.7155969934,0.7432267281
1892,0.8393989007,0.9409678424
8525,0.7838884626,0.7993183352
51676,0.8096011330,0.9137073814
203068,0.6599524721,0.6759718100
4438,0.7363824377,0.7969198020
79684,0.8689146630,0.5527151589
9921,0.8051209087,0.8831579170
23309,0.7940442871,0.8281545298
2631,0.8376814442,0.9299622129
100529239,0.8182081045,0.9706345413
9373,0.8231445054,0.9222318645
65018,0.7796102391,0.8685032596
80829,0.8518912535,0.2619328545
79608,0.7223468057,0.7523753213
53944,0.1721580149,0.6254945650
8872,0.7515918539,0.7612147336
151887,0.6682538541,0.7017110338
1048,0.6898256775,0.6878818213
2542,0.8244986872,0.8484847288
23178,0.7850447264,0.8574970047
338399,0.6225803346,0.5756287347
274,0.5212568807,0.4493770451
257019,0.4883999618,0.8418837403
4126,0.8187721445,0.9140696287
65057,0.7818938274,0.8720279102
3866,0.7601245624,0.8505646438
6692,0.8413639475,0.6186272415
29906,0.4847463766,0.3855825143
80168,0.7791379159,0.8545638907
9929,0.8420873692,0.3513306914
5685,0.8287449127,0.9485530514
83850,0.8898789206,0.7095169257
7866,0.3241686932,0.7485226441
55905,0.7941173510,0.8811620302
2931,0.7734775305,0.8311937431
392465,0.8678347593,0.7183582691
11345,0.5064310861,0.4467386801
202459,0.0205578874,0.6695414696
3625,0.8803319216,0.5440200887
23295,0.8559385115,0.3277301951
56969,0.2163109494,0.6786466668
5315,0.5774523767,0.9007413578
990,0.7793096986,0.8786498199
4087,0.8735687419,0.5884235325
390226,0.7032241219,0.7427630278
6526,0.6994534726,0.6881935614
4215,0.7816403147,0.8825864426
7141,0.6855231159,0.7201312609
1854,0.8798608636,0.5084339125
3817,0.1936361796,0.6521715902
445571,0.6116289211,0.6135022202
9692,0.8566569493,0.6623257562
6625,0.5578230599,0.8657243384
7994,0.8865892742,0.4116031380
9615,0.7440208433,0.8258850341
55068,0.7119400313,0.7578763313
54971,0.7910968323,0.8672196785
8698,0.3745966997,0.7505167355
483,0.7737215353,0.8182720951
1158,0.7289828784,0.7880136195
27303,0.5841090706,0.8851743482
84951,0.7191468438,0.9029391550
84826,0.4832333728,0.3398433299
8323,0.8327435922,0.0554738110
1431,0.8371738736,0.9555569763
84823,0.9054865942,0.5206655805
255231,0.6550500084,0.6757356049
94240,0.7530317569,0.8098860194
129880,0.5164301828,0.4391112113
23245,0.7736022486,0.9007227434
1748,0.8098788056,0.8774207551
7634,0.8404563572,0.9654472010
3751,0.8663845918,0.6945555801
6921,0.8073046006,0.9047935318
3945,0.8420533526,0.9595287990
27034,0.6776694800,0.6964157816
53822,0.5744332210,0.5795697495
642475,0.8630823807,0.7284030004
166647,0.8985136834,0.5275280333
150165,0.6971494433,0.7371886915
7143,0.5795210573,0.8853642289
259287,0.6592877207,0.6474820428
338662,0.7937405059,0.9042498331
143872,0.5880539014,0.5495873051
55071,0.7563764948,0.7866117474
284297,0.8590929673,0.7168542697
6543,0.8038555102,0.8697279406
4037,0.3731832745,0.7406317233
23350,0.8397213006,0.9574290404
10726,0.8366437379,0.9582880423
5630,0.7674677827,0.8666483068
590,0.7478286137,0.8039507192
399664,0.8757182577,0.3026798718
255057,0.6535527128,0.6188581290
245972,0.6537830790,0.8592380516
10735,0.8197334409,0.9251993889
595,0.8954713952,0.6038223178
28951,0.2426979594,0.6892728079
114880,0.6408710456,0.8322938477
79893,0.6872112347,0.7027302101
149628,0.6530048753,0.8507898450
84656,0.8848738569,0.4382576025
152518,0.7340325971,0.7826540949
11243,0.7324270854,0.7965987588
162,0.8388378424,0.9159113986
1635,0.8244184729,0.1511337675
7272,0.4991723057,0.8621315989
11118,0.6403897946,0.6133859355
54458,0.7184857702,0.7707527955
3382,0.6783343889,0.7023031298
4600,0.8167526457,0.9079064216
55195,0.8011721364,0.7414488947
27075,0.3189630090,0.0794420690
5566,0.8226631409,0.8961514982
9982,0.8090586720,0.9294606346
9294,0.6898439497,0.6389683710
6821,0.5252764514,0.8754868468
9551,0.7702462103,0.8450540872
79641,0.8697108419,0.7647991796
23608,0.8642293299,0.2966443187
51755,0.8731084929,0.3968601701
5480,0.8303093562,0.1344842261
55831,0.7705048925,0.8292174547
40,0.8154539495,0.8867596621
284058,0.7453991377,0.8134816191
713,0.7332476320,0.7906563035
57192,0.8054981910,0.8811262482
27296,0.0011214446,0.6762222211
116092,0.7950665912,0.8010796015
29855,0.8727265747,0.7650868410
7529,0.6351268440,0.6498157103
10555,0.8554182851,0.9574381378
10605,0.7800724624,0.8754341312
115201,0.6486899436,0.6657958624
168620,0.8889776687,0.6340305269
84132,0.7822383224,0.8404115616
3061,0.8044341466,0.9176048145
284014,0.7001189243,0.7316243215
5914,0.7966268840,0.8853625058
28974,0.8463896888,0.9647068536
51138,0.8573927065,0.9685502373
246744,0.8195773629,0.9653792158
55777,0.6889190826,0.6872989625
200894,0.7058333322,0.6744057901
3503,0.6596278754,0.9249985564
55739,0.7536905096,0.8349860966
92703,0.0190913535,0.6868375386
10560,0.9666813956,0.0549850264
5471,0.8013582340,0.8995637823
308,0.4738521452,0.8337790707
128061,0.3222354119,0.7077693325
7965,0.4836156014,0.8583845415
11141,0.8689539139,0.5925155902
389842,0.8834870959,0.7750997064
196385,0.8059070731,0.9382922736
4839,0.8423179030,0.9625110618
3654,0.8172912347,0.9126254564
10771,0.8765858400,0.4362604484
9527,0.2217305243,0.6114752665
10467,0.7229672903,0.7673084262
65983,0.8396866162,0.1079081945
1901,0.1612502964,0.6094463745
5921,0.4293944230,0.8342862348
84466,0.6838794177,0.6881779676
7416,0.8328334536,0.9287176442
11147,0.7761735291,0.8307559863
8481,0.8252365996,0.9362613232
771,0.6825950675,0.6737031849
2566,0.7591719239,0.8477430311
9973,0.7143126889,0.7541834608
121274,0.0810888221,0.6866904556
9049,0.7450503805,0.8393198715
728026,0.7827429814,0.8724380657
682,0.8272703457,0.9382780299
4761,0.5453386503,0.8722453281
79629,0.1168076433,0.5990416818
388697,0.8042487662,0.9192933545
494115,0.7492282350,0.8265935846
114836,0.8788844568,0.5568343917
4661,0.6567106542,0.8373164011
79751,0.8278290804,0.9346570688
26285,0.4510408983,0.8014082336
27159,0.6685910597,0.6859840390
23028,0.8370387035,0.9019881373
8646,0.6688678559,0.6934943869
80380,0.7811383429,0.8563309301
80731,0.7162546364,0.7348309051
23464,0.7610007731,0.8310622284
6616,0.2033601422,0.6400315468
9894,0.8250375211,0.9137127111
100506144,0.8801462907,0.5238984617
7494,0.7621796814,0.8488381825
5910,0.8253535294,0.9184242143
285782,0.8479618534,0.6676235388
3709,0.7742287469,0.7961392539
55247,0.7549399069,0.7689462794
139599,0.6921544005,0.7183036821
64855,0.8106357847,0.8706775584
389,0.7337978359,0.7737676515
79807,0.8557715005,0.7434409991
963,0.8772981777,0.7033884421
9935,0.7087893486,0.7365595303
10723,0.5522133234,0.7688793753
23633,0.9074189761,0.5722481346
389549,0.6843961492,0.6978339593
653234,0.8329677088,0.9376288365
22916,0.8103425958,0.8529092417
255520,0.3224086093,0.7120739277
142689,0.7523088174,0.8093661493
339366,0.8197964858,0.1050229270
83639,0.8650743661,0.6873980756
120224,0.7880715491,0.8444986953
390151,0.7937405059,0.9042498331
5589,0.8320777295,0.9174377606
84268,0.7034806551,0.7336747319
128209,0.6583859710,0.7019048316
11047,0.3799402505,0.8125595959
55798,0.0463583953,0.6867227491
1306,0.9845415881,0.0036010132
153643,0.8068331824,0.9149375584
360030,0.8698396071,0.3207825306
3712,0.6577566559,0.6617038625
729857,0.6744252965,0.9240647740
619563,0.7303125971,0.7902539257
1179,0.8079958895,0.8962355621
10043,0.4553435488,0.8327873962
1131,0.6531210343,0.6659167623
57214,0.8211160373,0.9377139830
10015,0.8863705329,0.6101150364
8907,0.7930211159,0.9027485741
6944,0.8562593582,0.3178102622
534,0.6029650684,0.5789312657
389170,0.9085688808,0.8954024618
51136,0.7120158328,0.7207447759
414236,0.7010861423,0.7351388529
4143,0.7514766847,0.7738505199
201627,0.5378271702,0.7896557125
10309,0.7124710198,0.7557644691
782,0.1300563073,0.5888679012
302,0.5578372083,0.8742978060
8726,0.8853870666,0.6855321439
1232,0.5439430165,0.5180009804
8994,0.3534919668,0.7328307160
55251,0.7242953715,0.7759449865
4756,0.8305175823,0.0413098805
196913,0.6225803346,0.5756287347
84942,0.7054406568,0.7418357078
5780,0.8257758409,0.9080721957
9462,0.7474544588,0.7844003673
5171,0.8168383813,0.8944895882
11154,0.2606623837,0.6919204174
51015,0.9080663152,0.4465435435
51322,0.3413233309,0.7242862581
260425,0.7016601919,0.7308036855
101,0.8294325262,0.9200588710
9475,0.9010083619,0.4382496439
57048,0.6399004016,0.6588636970
162417,0.6225803346,0.5756287347
23165,0.8552169383,0.9279766884
10230,0.6225803346,0.5756287347
56938,0.6785695887,0.9088330155
9908,0.9194634626,0.6273686296
4088,0.5561514857,0.8363706591
84065,0.7243919168,0.7369862863
256356,0.9845415881,0.0036010132
55149,0.8560842765,0.2506404237
51637,0.8437075166,0.9774706718
6035,0.8257950440,0.9262608025
5897,0.6988184911,0.7101252631
63976,0.6618960063,0.6486778906
4040,0.7451328066,0.7112706091
55032,0.8700738833,0.5346048363
6400,0.8040149428,0.9123879182
196527,0.8339928966,0.0867546886
26051,0.6861315474,0.7049984851
6173,0.7615146782,0.8380156596
55132,0.4688406177,0.3646197386
684,0.7155168025,0.7470182945
829,0.9101312556,0.6500293772
8368,0.8019433410,0.9012264182
400682,0.8331624371,0.9320028652
2230,0.7121769823,0.7468940191
29107,0.7639620388,0.7987833054
55741,0.6796014186,0.6827748668
7699,0.7189255217,0.7843190611
3175,0.8666036847,0.6743472357
83851,0.8654881534,0.6670475771
4163,0.3388759135,0.7448878314
51673,0.2838134960,0.6337730695
25831,0.8107726399,0.9002290071
57691,0.6970212653,0.7404038704
144455,0.7126765361,0.7456025131
79666,0.4684876029,0.3547396744
3039,0.7760617065,0.8574430677
91942,0.6737583094,0.7250061642
140683,0.7355249357,0.8039420917
219790,0.8256393280,0.9062776684
7786,0.8401921342,0.2889330822
23408,0.2327641534,0.6592421055
84259,0.7795884871,0.8696330607
149420,0.6902571682,0.7421844428
64151,0.8325748157,0.9633709527
4172,0.8315349111,0.9827879404
4796,0.8451968087,0.9486288081
10172,0.8635732337,0.9359773101
10813,0.4845223748,0.8090720735
57586,0.8693784044,0.6508063304
222255,0.6086256999,0.6117224421
677833,0.5623515862,0.8662691641
51348,0.7206162271,0.7144620274
84677,0.7533869815,0.8813243326
113835,0.8206089980,0.9050599994
133746,0.8332413987,0.8799837912
9084,0.0011214446,0.6762222211
266812,0.7236839590,0.8048938912
729533,0.5846702574,0.8587912910
10591,0.8212554198,0.9006068094
9517,0.7947763425,0.8568247560
8727,0.6817540291,0.6824376121
5579,0.7722166210,0.8775253847
84818,0.8426073480,0.4127638339
283768,0.6948482792,0.7183285966
10743,0.7464412430,0.8033066912
1300,0.6840219784,0.7088689745
64949,0.8093267973,0.8960932809
9392,0.6685064095,0.6638172926
4651,0.7752730073,0.8012681687
1945,0.8362057379,0.8938587094
8605,0.0504379976,0.5548862810
7201,0.7422495233,0.7874173717
221545,0.6886348555,0.6926778800
2805,0.7741222561,0.8410858976
114907,0.7022465683,0.7500603539
112476,0.6130983674,0.6369737605
10758,0.8430889231,0.4119470943
80209,0.8895777459,0.7082410151
23630,0.0011214446,0.6762222211
4150,0.7831352525,0.8115556810
92906,0.8062830095,0.9100970936
8764,0.2700862965,0.6871326751
9867,0.8912121071,0.4080166298
639,0.8615995214,0.3565479995
53,0.7423543662,0.7873715634
9063,0.7840378243,0.8549921230
55502,0.8613685938,0.6803935938
91694,0.7459423264,0.8116314963
55466,0.7953178580,0.8645678391
1361,0.6816747115,0.7318902571
146434,0.6505304318,0.6368026458
2005,0.8483846479,0.1772213366
54760,0.6340507599,0.8590647009
675,0.8007859167,0.8656410841
81849,0.8178281374,0.9072506615
3728,0.8328518481,0.9200140623
25979,0.2704191561,0.6679471005
88455,0.8876826217,0.5140353215
5256,0.7761550885,0.7921813240
116437,0.4453971623,0.7901064232
100528064,0.8552538897,0.1926300217
144363,0.6483916488,0.8712316143
28,0.8621351682,0.5481291741
11167,0.5682939512,0.8534281286
5260,0.5377650375,0.8606273977
7468,0.3928849781,0.7887465671
7738,0.8807637444,0.7153623418
60686,0.1793055724,0.7399168828
9319,0.8208779317,0.9532443748
4283,0.7858516969,0.8640694748
84960,0.7073733698,0.7398163622
4293,0.6657593690,0.8896682730
163859,0.8468776591,0.1595447187
9775,0.8528675800,0.9394829918
441234,0.8355776938,0.9470821399
120526,0.7686158412,0.9084813964
83447,0.8545385420,0.5555564955
5098,0.2925992189,0.7619727827
1399,0.9000362408,0.6204722814
133686,0.8458647356,0.1316597349
51631,0.5999186301,0.6153995573
2319,0.4315121713,0.7867695775
126295,0.7393319645,0.7782856003
2011,0.8082442034,0.8936679239
349114,0.5477180608,0.8503378757
222236,0.6163409871,0.5945786912
3212,0.8831459719,0.6045652942
51090,0.6517911090,0.8457490347
6599,0.9202416072,0.6481390647
126259,0.7937405059,0.9042498331
5347,0.5527169230,0.8623840172
26262,0.7241271725,0.6930992100
84245,0.7882542057,0.8878496013
6280,0.8351499766,0.9381803095
8493,0.7694145429,0.8204051167
3658,0.2517757894,0.6730243970
9169,0.7755024930,0.8592985245
55768,0.3119538241,0.7494914527
51099,0.6656981737,0.6838033542
10168,0.7275786245,0.7793717772
3117,0.6847541832,0.7022358724
54874,0.7632771353,0.7892955283
6953,0.1574791348,0.7587587076
5977,0.7891137065,0.8727091777
284352,0.8728940597,0.6922747658
90871,0.0840179325,0.7026908906
391104,0.8621725776,0.6671679945
79650,0.8636111871,0.2603309427
64839,0.7796986070,0.8273582264
6707,0.7824302319,0.8877555804
2036,0.4718513980,0.3644672676
26507,0.7734095204,0.8508760798
51129,0.7528940964,0.8139224080
30833,0.5230586968,0.8488519692
5358,0.4323978346,0.8330694006
441642,0.7478938633,0.8244029476
22924,0.7397891186,0.7794522114
340348,0.8761256123,0.6008532123
139212,0.6419241539,0.6513214279
253639,0.7956624579,0.8752675395
6286,0.7048526972,0.7686595485
527,0.8251519789,0.7093022437
51115,0.7626768905,0.7900297312
55841,0.1266550082,0.5973234612
6206,0.4832961104,0.8795452163
55101,0.8394746266,0.8972503746
55540,0.5796003590,0.5600570562
2814,0.6806640388,0.8548560675
2019,0.7963794141,0.8484796058
374666,0.1091439093,0.5983280423
6804,0.7215862135,0.7658564252
55186,0.7798030982,0.8477049126
6541,0.3666959577,0.1573770760
1942,0.6435023456,0.8781780249
4638,0.7746618659,0.8037602322
55536,0.8561568901,0.3509124908
29937,0.7380911185,0.7960940338
50628,0.8218361083,0.9227405862
6836,0.8000625413,0.8535176832
65996,0.8482439802,0.4374485766
22822,0.4363374694,0.3151426394
9547,0.0609819335,0.6894874204
84920,0.7843452026,0.7855473161
6730,0.8457722342,0.9490820798
80255,0.3791492925,0.7503624416
2665,0.8756556855,0.4455971046
387338,0.8488742615,0.2587269160
2550,0.6209167912,0.8760116154
22986,0.9056948119,0.6342689174
26045,0.8621390419,0.6285867334
5885,0.8406463735,0.9648355412
84246,0.7449360169,0.8060940482
348654,0.6852603888,0.7021051120
256309,0.7403687321,0.8202752363
1740,0.6649779674,0.6554289547
139741,0.6961565098,0.7181813619
135932,0.8177743585,0.9306668123
55311,0.6760185989,0.7113737232
140465,0.8003923104,0.8621928941
84258,0.5939608654,0.9088909810
89846,0.8542507261,0.6929921706
383,0.8226502228,0.9445911906
29924,0.8315411658,0.9177994251
23236,0.7109535123,0.7495182563
85313,0.8212261179,0.9155774946
23414,0.7288414064,0.7400340550
79894,0.8423763163,0.9023615695
56851,0.7083177936,0.6975066724
729440,0.7023705727,0.7070074965
56956,0.6425602830,0.6378251768
87,0.8249630398,0.9610045870
431705,0.7031376691,0.7483830054
55676,0.6952871751,0.6754819081
3397,0.7304479659,0.8031950409
9905,0.6895899451,0.8731494591
146754,0.7304724069,0.7831890927
7385,0.8179918366,0.9289703181
1855,0.7902929053,0.8089588814
51117,0.6528858411,0.6964705104
430,0.7097636797,0.7364519044
5826,0.8268106028,0.9470439099
1761,0.7896215007,0.8801980795
80028,0.7957520736,0.9466918499
85004,0.8215852592,0.8920118278
144699,0.7357428395,0.8248993448
29099,0.8410895275,0.8899068938
84996,0.7768183351,0.9339304857
84968,0.8082587163,0.9511027336
200081,0.8970122763,0.6149549190
3638,0.8736452784,0.3051700605
83852,0.7166042493,0.7223169192
55276,0.8026117704,0.9129952177
26084,0.8736690644,0.6833902767
65062,0.7147097317,0.7253886988
4606,0.7501644736,0.8462319684
116039,0.9645352188,0.0919982919
135228,0.7033292984,0.6974617014
10363,0.8713902433,0.4076458081
2160,0.7330941325,0.7682637937
267004,0.8801144360,0.6512080028
55664,0.8637131976,0.3648236787
338761,0.7870795135,0.8560653439
80237,0.7435562272,0.7467705054
10736,0.0011214446,0.6762222211
126402,0.7818807845,0.8757429856
9518,0.6215211315,0.8578447054
1520,0.7751849656,0.8656315346
23293,0.7386340786,0.7555943010
2159,0.5715183348,0.5558894799
10010,0.3294054307,0.7084793530
278,0.5877617726,0.8663913726
10403,0.8170099668,0.9398201106
7384,0.8355329223,0.9469378903
55334,0.8394746266,0.8972503746
6302,0.9845415881,0.0036010132
51585,0.8271489740,0.9265203319
26275,0.7353627764,0.7868626012
8045,0.7673700492,0.8047091846
9778,0.6986099137,0.7524951428
26517,0.8849457744,0.5009731127
57563,0.8847313539,0.3545573324
83755,0.7253703988,0.8119502005
10980,0.8370727403,0.9703183788
79102,0.7135869708,0.7193329234
23473,0.7922633582,0.8949056357
55662,0.8744161106,0.3508848999
140459,0.4601532561,0.3490618614
11020,0.5782457734,0.8451818633
10178,0.5630565936,0.8023014511
23624,0.7760046699,0.8526988080
9879,0.8997019027,0.5460676513
64785,0.7477277565,0.8404221443
5359,0.4037851893,0.7756716328
255193,0.7746830318,0.8550820962
80199,0.7919301310,0.8989489546
342132,0.5779575457,0.8285994755
326343,0.7418225288,0.8561160685
163882,0.7299348977,0.7592775824
10816,0.8894624665,0.4074357064
4501,0.9621389573,0.1161489919
1559,0.6303078614,0.8537221451
642658,0.8828110044,0.5206204114
6812,0.3941704468,0.8060702423
23642,0.8414590162,0.8993364020
342371,0.8011548202,0.8997686852
23704,0.8917601139,0.7813972677
339512,0.0011214446,0.6762222211
4622,0.7295588316,0.8003809793
54552,0.8754125790,0.4086260578
416,0.8321996283,0.9209418929
6884,0.7464307684,0.7699710795
92747,0.7153874807,0.7251304010
5252,0.8790767661,0.4022376179
116496,0.7044619644,0.7189871219
10422,0.3123306716,0.6834137886
55198,0.8072010303,0.8916322459
23144,0.3667708707,0.7679757971
55830,0.8420247877,0.9334225618
64146,0.6700401231,0.8227851125
1160,0.6295753996,0.8771755560
89866,0.5862117983,0.8729349655
220108,0.6731236975,0.7512559618
9175,0.7127836041,0.7437334236
50964,0.7478740810,0.7157711608
9686,0.9656260335,0.1190741078
114822,0.8272487029,0.7170011003
259232,0.8109249858,0.9148216626
6525,0.7854399028,0.8028474202
55771,0.7701810435,0.8433721857
1827,0.2570401085,0.6981939405
5896,0.3444127872,0.7642843072
602,0.7947442368,0.8519782402
7019,0.8926344375,0.4673075176
726,0.8334809137,0.9510502703
91289,0.2031642534,0.6401607495
51816,0.6351563523,0.6454449760
440689,0.7059962427,0.9305396057
390327,0.6395955580,0.6395834411
64784,0.7802762761,0.8426137960
10018,0.3683945904,0.7387753530
7077,0.6769392307,0.7195975089
8338,0.4582991844,0.8469200979
1191,0.4966446825,0.8494120540
53834,0.8304533140,0.9035131131
3120,0.3476071539,0.7124042827
7015,0.7871759621,0.8880129116
79686,0.1351893339,0.6203682756
6894,0.7443595537,0.7649108733
23438,0.7293930845,0.9120612961
26038,0.7270461656,0.7327945071
3107,0.7761057052,0.8507206346
117247,0.7292982599,0.7868158492
79037,0.6593558256,0.6542474320
8993,0.4366337023,0.8531609816
4598,0.8893486207,0.8308551279
2975,0.9017521048,0.5623901937
51421,0.7647811532,0.8301929898
25804,0.7788352216,0.8487624416
7095,0.6754121192,0.6360960010
256380,0.9129068064,0.6438059018
1975,0.8948626977,0.6273287179
55200,0.8076084746,0.8679290610
79801,0.7650223537,0.8161248445
7112,0.8189167612,0.9225023635
5145,0.8223782026,0.9165553137
6756,0.5181859153,0.8612786084
151531,0.6124615389,0.8694555601
7571,0.1954903104,0.7432089613
8288,0.8020848242,0.9096633353
6628,0.7846135842,0.9347850910
4062,0.7014107647,0.7688556272
23394,0.8348448433,0.9028580746
51614,0.6744131389,0.6619220131
5467,0.7623734124,0.8471460045
25833,0.8815982438,0.6463934691
54893,0.8402337629,0.6064335464
130560,0.4706144061,0.8065098715
9500,0.8353609143,0.9567796315
126364,0.7815284676,0.8725135458
5827,0.6273624255,0.5921212833
55526,0.9041580144,0.8937728052
57380,0.6062970448,0.7995117779
51564,0.8056291393,0.8877205421
10721,0.7486113153,0.7992635921
85363,0.7768170930,0.8374926170
10218,0.0011214446,0.6762222211
137529,0.8782414153,0.6355475408
54443,0.7954759448,0.8403932732
7100,0.7995749555,0.8630956055
53840,0.6185923507,0.8450231362
78989,0.6968624888,0.7485466315
65082,0.8065388383,0.9059147472
389812,0.8160081421,0.9224626592
23556,0.8670085375,0.2545700879
54896,0.8304533140,0.9035131131
80306,0.8698169456,0.4349821564
160140,0.8651129776,0.7173661273
5332,0.7976389646,0.8667276171
83540,0.8045392804,0.9051761265
60492,0.7195613915,0.7727199323
22931,0.7326650114,0.7543899403
54956,0.6851541556,0.7100517990
8434,0.6639964108,0.7268622442
1869,0.8279460413,0.9207811945
1743,0.7558487765,0.8534025024
6443,0.7248112387,0.7250495724
83940,0.7491205174,0.7737001202
3229,0.6890207572,0.6941272573
55248,0.4591253053,0.7749927490
5597,0.8584148912,0.5217438255
3705,0.7839361650,0.8166836009
23603,0.8886118488,0.5337324945
126328,0.6934478360,0.7089616755
762,0.6234231128,0.6094325995
8394,0.3551045755,0.7516762390
342979,0.8329677088,0.9376288365
54331,0.7248490928,0.7567184544
8405,0.7995600020,0.8645903578
3557,0.8163863339,0.9290642511
147015,0.8769118439,0.6123897800
177,0.1638958885,0.6239222260
79075,0.6205657322,0.8543977667
27241,0.8914618745,0.6753607058
57590,0.8290824759,0.1464333750
4435,0.7516400717,0.8114011544
6877,0.7981935533,0.8379130465
2689,0.8441240212,0.2637577561
54440,0.0011214446,0.6762222211
1009,0.6749354359,0.6868960176
1747,0.8672173548,0.4954575091
644150,0.8546885103,0.7223426030
54344,0.8321093525,0.9448547150
391356,0.7237320595,0.7544798927
8629,0.7937405059,0.9042498331
94015,0.8223562317,0.7218278798
90199,0.8355776938,0.9470821399
26047,0.8356229595,0.7280895598
6710,0.6773823628,0.8724059685
9677,0.6149047350,0.8522174358
2213,0.6434501552,0.6355515324
10241,0.7770328460,0.8890792534
79156,0.8130762581,0.9192110888
81618,0.7081990695,0.6964310046
57695,0.8136544008,0.9147489369
55998,0.7197114655,0.9102498450
246329,0.6870801671,0.7201966095
55270,0.7934465043,0.8543049269
5138,0.8325978616,0.8929354934
4239,0.7482421691,0.7656027276
10781,0.6452670253,0.6935132568
55030,0.7259368699,0.8034154337
387,0.7977434109,0.9034581925
2171,0.7663874974,0.8636131278
54887,0.7415139329,0.7664262019
83857,0.8564228532,0.5903417212
124359,0.7496323869,0.8980717080
28987,0.3711451269,0.7547587016
266743,0.5507360905,0.5124430348
286336,0.8377346566,0.9012745513
169166,0.7955706979,0.8575547786
22920,0.8156619323,0.9112554977
51389,0.8622343140,0.7216815518
51366,0.8391496683,0.8980109687
128344,0.6592707435,0.6365391715
219983,0.0011214446,0.6762222211
84676,0.3684847320,0.7614253144
23533,0.0873334098,0.5719445052
55510,0.2076568051,0.6335369716
1003,0.7539453568,0.7831447703
5250,0.8503557322,0.9492141639
254887,0.0051092428,0.6750055520
5998,0.2268575751,0.6710562148
941,0.8909414667,0.5355870649
6514,0.0707935281,0.6966319423
5062,0.5589769856,0.5101640382
155,0.5565298140,0.8494844813
6795,0.7294242087,0.7976423720
8398,0.8429265715,0.7260629773
222166,0.3148405923,0.0700858588
1113,0.8115487964,0.9354821744
202915,0.8373311001,0.8887642995
3439,0.8258644413,0.9292114201
81567,0.4797472489,0.8549819704
10575,0.8533781534,0.9591778563
6868,0.7301068299,0.7846178700
29105,0.7630973594,0.7728267679
1829,0.7841383053,0.8261674210
3082,0.7215919408,0.7871215169
79074,0.1934357227,0.6564900104
10815,0.7350692397,0.8023355521
1014,0.4085219163,0.7589422548
11184,0.7758687811,0.8595024005
54953,0.8563692469,0.7241806900
5317,0.7853203799,0.8784141561
51302,0.4426208359,0.8202581786
283578,0.6969463363,0.6996291374
55206,0.8093035668,0.8992899932
56097,0.0011214446,0.6762222211
1054,0.8565053976,0.2413918683
645,0.6607094115,0.6790489894
51234,0.7320988777,0.7360349825
2987,0.7530030328,0.7884602460
11165,0.8816227887,0.3952142334
29035,0.8486646888,0.1881176533
7850,0.8583663141,0.7920493740
8828,0.6350681656,0.5946334309
7993,0.7597250672,0.8203159948
196,0.7941280492,0.8699690017
3002,0.7317501580,0.7982392972
414059,0.8329677088,0.9376288365
10347,0.6988867894,0.7169840958
1293,0.8059070731,0.9382922736
56667,0.7024589194,0.7169290847
8936,0.8010756439,0.8881020872
199692,0.7633962165,0.8476750409
386675,0.3552487956,0.7547277413
79956,0.9636923009,0.0893578041
3375,0.8339342213,0.9582934197
4502,0.6980584609,0.7367980127
7257,0.7856465504,0.8470574777
4437,0.8185212068,0.9067847257
201255,0.8355354519,0.5842868808
2965,0.7933218853,0.8744142786
93144,0.7216335262,0.7663213568
27032,0.8961417689,0.4002805135
494514,0.0884802649,0.7182738338
171546,0.9707220400,0.0709969852
94,0.7131622004,0.7571101139
80760,0.7074439138,0.7237272513
55846,0.3767064693,0.7432278519
84905,0.6279206868,0.6110860922
56269,0.0011214446,0.6762222211
54816,0.8643205402,0.7280142111
5984,0.8463792897,0.9365295357
116444,0.7023508864,0.7248692556
79754,0.7623744710,0.8227896192
1687,0.8000269033,0.8991417908
4753,0.8685215294,0.6723611812
85291,0.7059068132,0.7745990733
389524,0.8428033026,0.9597074866
4702,0.7438349030,0.7743796356
8336,0.7735882271,0.8770576868
2993,0.8058820738,0.8992847012
286262,0.7354409085,0.7583203194
56891,0.6898845703,0.7418625444
57727,0.8030289979,0.8786675326
3988,0.9845415881,0.0036010132
222950,0.7270109776,0.7950797073
90826,0.6252901626,0.5891202118
54762,0.0657791820,0.5584192206
392,0.7711097789,0.7774112636
162427,0.8539350492,0.2948396815
668,0.8583867059,0.4177881700
905,0.8525268639,0.2027848425
123688,0.8592963462,0.6280136670
3875,0.8065257500,0.9254492302
9148,0.8428809540,0.1092871344
57282,0.7631758199,0.8394719811
57609,0.9963457954,0.3931551108
6548,0.7187069859,0.7058380138
345930,0.7477847375,0.9203713093
28231,0.5232653939,0.7499455088
55422,0.6758194608,0.7062099432
22801,0.8589706713,0.5723773930
201562,0.8421110974,0.0879873767
56521,0.1222655211,0.5834191482
84465,0.8852591004,0.7148458488
9110,0.8218429549,0.1047245976
6642,0.4583148987,0.8600866868
30844,0.8154415691,0.9307262699
255167,0.7919213037,0.8799441268
6303,0.7696651292,0.8525916249
23219,0.7524743952,0.8384666240
7913,0.9062768349,0.5239491675
2137,0.8377346304,0.6038532886
79656,0.2343303556,0.6755741513
29951,0.5380647951,0.8416133030
27258,0.7694490763,0.8611044852
4301,0.8284290019,0.9402083828
10410,0.8021451917,0.8657440558
27429,0.7669155696,0.8443481619
145264,0.6535146242,0.6092536896
